event,price,pricePerSquareFoot,city,state,yearBuilt,streetAddress,zipcode,currency,livingArea,bathrooms,bedrooms,parking,garageSpaces,hasGarage,levels,pool,spa,isNewConstruction,homeType,county
Listed for sale,1150000,648,La Jolla,CA,1975,8874 Caminito Primavera,92037,USD,1776,3,4,1,2,1,Two,0,1,0,CONDO,San Diego County
Listed for sale,724999,657,La Jolla,CA,1979,8720 Villa La Jolla Dr UNIT 120,92037,USD,1104,2,2,1,2,1,Two,0,1,0,CONDO,San Diego County
Listed for sale,2450000,908,La Jolla,CA,1991,1407 Caminito Faro,92037,USD,2699,3,4,1,3,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1599000,767,La Jolla,CA,1980,2459 Ardath Rd,92037,USD,2086,4,3,1,0,0,One,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,3298000,723,La Jolla,CA,2004,5410 La Jolla Mesa Dr,92037,USD,4564,5,5,1,2,1,Three Or More,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,3495000,1610,La Jolla,CA,1939,5606 Dolphin Pl,92037,USD,2171,4,3,1,1,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1095000,748,La Jolla,CA,1973,2500 Torrey Pines Rd UNIT 502,92037,USD,1464,2,2,1,1,1,One,0,1,0,CONDO,San Diego County
Listed for sale,4900000,1107,La Jolla,CA,2005,1178 Virginia Way,92037,USD,4428,5,4,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,599000,637,La Jolla,CA,1970,2510 Torrey Pines Rd UNIT 407,92037,USD,941,2,2,1,0,0,One,0,1,0,CONDO,San Diego County
Listed for sale,980000,572,La Jolla,CA,1980,3195 Morning Way,92037,USD,1714,3,3,1,2,1,Two,0,1,0,CONDO,San Diego County
Listed for sale,489000,708,La Jolla,CA,1972,8529 Villa La Jolla Dr APT D,92037,USD,691,1,1,1,0,0,One,0,1,0,CONDO,San Diego County
Listed for sale,1299000,1309,La Jolla,CA,1970,457 Coast Blvd UNIT 503,92037,USD,992,2,2,1,1,1,One,0,1,0,CONDO,San Diego County
Listed for sale,2150000,1224,La Jolla,CA,1962,5515 Candlelight Dr,92037,USD,1757,2,3,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1500000,828,La Jolla,CA,1961,2222 Bahia Dr,92037,USD,1812,2,3,1,2,1,One,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,2695000,1014,La Jolla,CA,1968,6030 Bellevue Ave,92037,USD,2659,4,4,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1825000,672,La Jolla,CA,1998,6043 Oakgate Row,92037,USD,2716,4,4,1,2,1,Multi/Split,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,975000,855,La Jolla,CA,1992,5726 La Jolla Blvd UNIT 201,92037,USD,1140,2,2,1,2,1,Three Or More,0,1,0,CONDO,San Diego County
Listed for sale,1395000,656,La Jolla,CA,1980,6509 Caminito Catalan,92037,USD,2128,3,3,1,2,1,Multi/Split,0,1,0,TOWNHOUSE,San Diego County
Listed for sale,1150000,795,La Jolla,CA,1992,5439 1/2 La Jolla Blvd,92037,USD,1446,3,3,1,2,1,Two,0,1,0,CONDO,San Diego County
Listed for sale,2600000,1112,La Jolla,CA,1947,560 Fern Gln,92037,USD,2339,4,4,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,655000,606,San Diego,CA,1987,3979 Nobel Dr UNIT 320,92122,USD,1080,2,2,1,2,1,Two,0,1,0,CONDO,San Diego County
Listed for sale,995000,0,San Diego,CA,1954,3253-55 Jemez Dr,92117,USD,0,0,0,0,0,0,One,0,0,0,MULTI_FAMILY,San Diego County
Listed for sale,516100,611,San Diego,CA,1980,8308 Regents Rd UNIT 1B,92122,USD,844,1,2,0,0,0,0,1,1,0,CONDO,San Diego County
Listed for sale,799000,573,San Diego,CA,1987,7622 Palmilla Dr UNIT 78,92122,USD,1394,3,3,1,2,1,Two,0,1,0,TOWNHOUSE,San Diego County
Listed for sale,1495000,557,San Diego,CA,2000,10816 Vereda Sol Del Dios,92130,USD,2683,3,4,1,2,1,Two,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,999900,543,San Diego,CA,2011,2020 Hornblend St,92109,USD,1841,3,3,1,2,1,Three Or More,0,1,0,CONDO,San Diego County
Listed for sale,1450000,430,Borrego Springs,CA,2006,1962 Rams Hill Dr,92004,USD,3370,3,4,1,4,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,675000,319,Borrego Springs,CA,2006,206 Verbena Dr,92004,USD,2116,2,2,1,2,1,One,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,325000,206,Borrego Springs,CA,2000,2817 Back 9 Dr,92004,USD,1580,2,3,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,409760,260,Borrego springs,CA,2021,Borrego Springs Rd,92004,USD,1576,2,2,1,2,1,One,0,1,1,SINGLE_FAMILY,San Diego County
Listed for sale,471640,255,Borrego Springs,CA,2021,Borrego Springs Rd LOT 73,92004,USD,1848,2,4,1,2,1,One,0,1,1,SINGLE_FAMILY,San Diego County
Listed for sale,595000,286,Borrego Springs,CA,2009,1435 De Anza Dr,92004,USD,2078,4,3,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,235000,226,Borrego Springs,CA,1990,3083 Double O Rd,92004,USD,1040,2,2,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,450000,258,Borrego Springs,CA,1984,3210 Country Club Dr,92004,USD,1746,3,2,1,2,1,One,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,989000,629,San Diego,CA,2005,3812 Park Blvd UNIT 506,92103,USD,1572,3,2,1,2,1,One,0,1,0,CONDO,San Diego County
Listed for sale,499000,612,San Diego,CA,1981,4141 Alabama St APT 3,92104,USD,816,2,2,1,0,0,One,0,0,0,CONDO,San Diego County
Listed for sale,579900,475,San Diego,CA,2006,801 Ash St UNIT 503,92101,USD,1221,2,2,1,1,1,One,0,0,0,CONDO,San Diego County
Listed for sale,989000,739,San Diego,CA,1928,4829 Oregon St,92116,USD,1338,1,3,1,3,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,795000,541,San Diego,CA,1973,3535 1st Ave UNIT 7A,92103,USD,1470,2,2,1,1,1,Multi/Split,0,1,0,CONDO,San Diego County
Listed for sale,539000,577,San Diego,CA,1971,3266 1st Ave UNIT 33,92103,USD,934,2,1,1,1,1,One,0,1,0,CONDO,San Diego County
Listed for sale,425000,451,San Diego,CA,1986,2238 River Run Dr UNIT 243,92108,USD,942,2,2,1,0,0,One,0,1,0,CONDO,San Diego County
Listed for sale,600000,451,San Diego,CA,1995,640 Camino De La Reina APT 1312,92108,USD,1330,2,3,1,2,1,One,0,1,0,CONDO,San Diego County
Listed for sale,799000,372,San Diego,CA,1962,1982 Whinchat St,92123,USD,2148,3,4,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,499000,487,San Diego,CA,1992,2250 Camino De La Reina UNIT 213,92108,USD,1025,2,2,1,2,1,One,0,1,0,CONDO,San Diego County
Listed for sale,549900,671,San Diego,CA,1930,3418 Menlo Ave,92105,USD,820,1,3,1,1,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1250000,0,San Diego,CA,1940,4368 35th St #72,92104,USD,0,0,0,0,0,0,One,0,0,0,MULTI_FAMILY,San Diego County
Listed for sale,725000,690,San Diego,CA,1940,1812 Bancroft St,92102,USD,1051,1,3,1,1,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,399000,590,San Diego,CA,1970,3431 Park Blvd APT 204,92103,USD,676,1,1,1,1,1,One,0,1,0,CONDO,San Diego County
Listed for sale,847000,880,San Diego,CA,2001,735 Robinson Ave,92103,USD,962,1,2,0,0,0,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,579000,804,San Diego,CA,1929,4167 Dwight St,92105,USD,720,1,2,1,1,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,675000,611,San Diego,CA,1992,2770 2nd Ave UNIT 411,92103,USD,1105,2,2,1,2,1,One,0,0,0,CONDO,San Diego County
Listed for sale,399000,693,San Diego,CA,1960,1740 Upas St APT 24,92103,USD,576,1,1,0,0,0,One,0,0,0,CONDO,San Diego County
Listed for sale,480000,571,San Diego,CA,1991,4353 Felton St #1,92104,USD,840,2,2,1,2,1,One,0,1,0,CONDO,San Diego County
Listed for sale,775000,1117,San Diego,CA,1927,2437 Monroe Ave,92116,USD,694,1,2,1,0,0,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,659000,388,San Diego,CA,1980,1455 Cactusridge St,92105,USD,1698,3,3,1,1,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,450000,602,San Diego,CA,1981,4062 Georgia St UNIT 3,92103,USD,748,1,2,1,1,1,One,0,1,0,CONDO,San Diego County
Listed for sale,499888,492,San Diego,CA,1995,640 Camino De La Reina APT 1307,92108,USD,1017,2,2,1,2,1,One,0,1,0,CONDO,San Diego County
Listed for sale,1299000,0,San Diego,CA,1906,3141-45 Herman Ave,92104,USD,0,0,0,1,3,1,0,0,0,0,MULTI_FAMILY,San Diego County
Listed for sale,369000,651,San Diego,CA,1971,4655 Ohio St UNIT 10,92116,USD,567,1,1,1,0,0,One,0,1,0,CONDO,San Diego County
Listed for sale,679000,476,San Diego,CA,1953,2051 Ridge View Dr,92105,USD,1426,2,3,1,0,0,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,679000,408,San Diego,CA,1953,2135 Tulip St,92105,USD,1663,2,3,1,0,0,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,849999,717,San Diego,CA,1927,4370 Cherokee Ave,92104,USD,1186,1,3,1,0,0,One,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,549000,585,San Diego,CA,1986,3727 Richmond St APT 10,92103,USD,938,2,2,1,2,1,One,0,1,0,CONDO,San Diego County
Listed for sale,999000,0,San Diego,CA,1940,4617-4619 Kansas St,92116,USD,0,0,0,0,0,0,One,0,0,0,MULTI_FAMILY,San Diego County
Listed for sale,689000,927,San Diego,CA,1924,3655 Wightman St,92104,USD,743,1,2,1,1,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,998300,787,San Diego,CA,1965,2115 Mission Ave,92116,USD,1269,3,3,1,1,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,995000,953,San Diego,CA,1931,4615 Biona Dr,92116,USD,1044,1,2,1,1,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,899000,620,San Diego,CA,2019,4211 Utah St UNIT 4,92104,USD,1450,3,2,1,2,1,Three Or More,0,1,0,TOWNHOUSE,San Diego County
Listed for sale,974900,578,San Diego,CA,2006,3921 Oregon St,92104,USD,1687,3,3,1,2,1,Three Or More,0,1,0,TOWNHOUSE,San Diego County
Listed for sale,1025000,0,San Diego,CA,1985,4646 Home Ave,92105,USD,0,0,0,0,0,0,Two,0,0,0,MULTI_FAMILY,San Diego County
Listed for sale,840000,579,San Diego,CA,1924,3804 Swift Ave,92104,USD,1451,2,3,1,0,0,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1000000,558,San Diego,CA,2007,3804 Herbert St,92103,USD,1793,4,3,1,2,1,Three Or More,0,0,0,TOWNHOUSE,San Diego County
Listed for sale,349000,549,San Diego,CA,1972,3030 Suncrest Dr UNIT 415,92116,USD,636,1,1,1,0,0,One,0,1,0,CONDO,San Diego County
Listed for sale,709000,664,San Diego,CA,1930,4767 Arizona St,92116,USD,1068,1,3,1,1,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1800000,625,San Diego,CA,1929,4175 Norfolk Ter,92116,USD,2878,3,3,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1099900,768,San Diego,CA,1904,830 21st St,92102,USD,1433,3,3,1,1,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,975000,752,San Diego,CA,1932,4429 Ohio St,92116,USD,1296,2,3,1,3,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1390000,753,Oceanside,CA,1947,1214 S Ditmar St,92054,USD,1846,0,0,1,1,1,0,0,0,0,MULTI_FAMILY,San Diego County
Listed for sale,579000,547,Oceanside,CA,1960,2409 Sarbonne Dr,92054,USD,1058,2,3,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1800000,1149,Oceanside,CA,1989,901 S Pacific St UNIT 201,92054,USD,1567,3,3,1,2,1,Three Or More,0,0,0,CONDO,San Diego County
Listed for sale,599000,490,Oceanside,CA,2005,815 Harbor Cliff Way UNIT 252,92054,USD,1223,3,2,1,2,1,Three Or More,0,1,0,CONDO,San Diego County
Listed for sale,949000,556,Oceanside,CA,1960,1822 Ivy Rd,92054,USD,1708,2,3,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,869999,617,Carlsbad,CA,1979,2535 Jefferson St APT 6,92008,USD,1410,2,3,1,1,1,One,0,1,0,CONDO,San Diego County
Listed for sale,719500,636,Oceanside,CA,1960,3255 Roberta Ln,92054,USD,1132,2,3,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,630000,548,Oceanside,CA,2006,795 Harbor Cliff Way UNIT 203,92054,USD,1149,3,2,1,2,1,Three Or More,0,1,0,CONDO,San Diego County
Listed for sale,999000,640,Oceanside,CA,2003,266 Neptune Way,92054,USD,1562,3,2,1,2,1,Three Or More,0,1,0,TOWNHOUSE,San Diego County
Listed for sale,739900,580,Oceanside,CA,1960,312 Fowles St,92054,USD,1275,2,4,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,0,0,Oceanside,CA,2021,Coming Soon Plan,92054,USD,0,0,0,0,0,0,0,0,0,1,SINGLE_FAMILY,San Diego County
Listed for sale,1199000,1111,Oceanside,CA,1948,1814 S Ditmar St,92054,USD,1079,1,3,0,0,0,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1100000,905,Oceanside,CA,1985,834 Tait St APT 5,92054,USD,1216,3,2,1,2,1,Two,0,1,0,TOWNHOUSE,San Diego County
Listed for sale,1195000,1110,Oceanside,CA,1961,1511 Lucky St,92054,USD,1077,2,3,0,0,0,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,2800000,1203,Oceanside,CA,2016,700 S The Strand #204,92054,USD,2327,4,3,1,0,0,One,0,1,0,CONDO,San Diego County
Listed for sale,3800000,0,Oceanside,CA,1947,801-801 3rd St,92054,USD,0,0,0,1,3,1,0,0,0,0,MULTI_FAMILY,San Diego County
Listed for sale,1296000,534,Oceanside,CA,1950,2105 Loquat Pl,92054,USD,2425,3,4,1,0,0,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,695000,455,Oceanside,CA,2005,855 Harbor Cliff Way UNIT 318,92054,USD,1528,4,3,1,2,1,Three Or More,0,1,0,TOWNHOUSE,San Diego County
Listed for sale,1150000,738,Carlsbad,CA,2004,2776 Carlsbad Blvd UNIT 103,92008,USD,1558,3,3,1,2,1,Multi/Split,0,0,0,TOWNHOUSE,San Diego County
Listed for sale,1690000,616,Carlsbad,CA,2008,6750 Limonite Ct,92009,USD,2745,5,4,1,3,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1249900,980,Encinitas,CA,2014,1675 Shorebreak Way,92024,USD,1276,3,2,1,2,1,Two,0,0,0,TOWNHOUSE,San Diego County
Listed for sale,1700000,511,Carlsbad,CA,2000,2154 Vista La Nisa,92009,USD,3328,5,4,1,3,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1899000,453,Carlsbad,CA,2006,6796 Malachite Pl,92009,USD,4193,5,5,1,3,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,2388000,654,Carlsbad,CA,1998,7337 Melodia Ter,92011,USD,3649,4,4,1,3,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,750000,621,Carlsbad,CA,2000,1308 Phlox Ct,92011,USD,1207,3,3,1,2,1,Two,0,1,0,TOWNHOUSE,San Diego County
Listed for sale,1825000,536,Carlsbad,CA,2001,8060 Corte Sasafras,92009,USD,3408,3,5,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1749000,617,Carlsbad,CA,1998,6555 Robinea Dr,92011,USD,2834,3,4,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1399000,585,Encinitas,CA,1989,1426 Willowgreen Ct,92024,USD,2393,3,4,1,3,1,Two,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,4875000,1284,Encinitas,CA,2008,1635 Gascony Rd,92024,USD,3796,4,4,1,2,1,Two,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,739900,562,Carlsbad,CA,2001,6377 Alexandri Cir,92011,USD,1316,2,2,1,2,1,Two,0,1,0,CONDO,San Diego County
Listed for sale,695000,452,Carlsbad,CA,1975,2319 Caringa Way UNIT 58,92009,USD,1536,3,2,1,2,1,Three Or More,0,1,0,TOWNHOUSE,San Diego County
Listed for sale,899000,403,Carlsbad,CA,1981,2430 Badajoz Pl APT B,92009,USD,2229,3,3,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,789000,576,Carlsbad,CA,1978,2580 Luciernaga St,92009,USD,1369,2,3,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,599000,531,Carlsbad,CA,1975,7559 Gibraltar St UNIT 15,92009,USD,1127,2,2,1,0,0,One,0,1,0,CONDO,San Diego County
Listed for sale,2045000,488,Carlsbad,CA,2005,6783 Onyx Pl,92009,USD,4193,5,5,1,2,1,Two,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,719000,489,Carlsbad,CA,1985,6645 Corte Maria,92009,USD,1471,2,2,1,2,1,Three Or More,0,1,0,TOWNHOUSE,San Diego County
Listed for sale,609900,508,Carlsbad,CA,1990,7787 Caminito Monarca UNIT 105,92009,USD,1200,3,2,1,1,1,Three Or More,0,0,0,CONDO,San Diego County
Listed for sale,825000,550,Carlsbad,CA,2013,1678 Fairlead Ave,92011,USD,1500,3,3,1,2,1,Three Or More,0,1,0,TOWNHOUSE,San Diego County
Listed for sale,1325000,565,Carlsbad,CA,1995,2912 Avenida Valera,92009,USD,2345,3,4,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,828000,420,Carlsbad,CA,1968,7039 Estrella De Mar Rd #57,92009,USD,1972,3,3,1,1,1,Two,0,1,0,TOWNHOUSE,San Diego County
Listed for sale,1395000,456,Carlsbad,CA,2005,2252 Tigereye Pl,92009,USD,3060,4,5,1,3,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,675000,449,Carlsbad,CA,1986,6543 Corte Montecito,92009,USD,1505,3,2,1,2,1,Two,0,1,0,CONDO,San Diego County
Listed for sale,1199800,476,Carlsbad,CA,1978,2416 Sacada Cir APT B,92009,USD,2521,3,2,1,2,1,Multi/Split,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,859000,482,Carlsbad,CA,1968,7053 Estrella De Mar Rd #71,92009,USD,1783,2,3,1,1,1,One,0,1,0,CONDO,San Diego County
Listed for sale,600000,388,Carlsbad,CA,1982,1955 Swallow Ln,92009,USD,1547,2,2,1,1,1,Two,0,1,0,CONDO,San Diego County
Listed for sale,2850000,749,Encinitas,CA,1990,1368 Hymettus Ave,92024,USD,3806,4,4,1,2,1,Two,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1975000,541,Carlsbad,CA,1998,1017 Bewicks Ct,92011,USD,3649,4,5,1,3,1,Two,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,2499000,595,Carlsbad,CA,2005,7051 Heron Cir,92011,USD,4203,5,5,1,3,1,Two,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,2099000,540,Carlsbad,CA,2001,6602 Petunia Pl,92011,USD,3889,5,5,1,3,1,Two,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1575000,494,Carlsbad,CA,2001,6456 Goldenbush Dr,92011,USD,3188,4,5,1,3,1,Two,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,899900,539,Carlsbad,CA,2019,6018 Colt Pl #104,92009,USD,1670,4,3,1,2,1,Three Or More,0,1,0,CONDO,San Diego County
Listed for sale,1295000,736,Carlsbad,CA,1996,6853 Adolphia Dr,92011,USD,1760,3,3,1,2,1,Two,0,1,0,TOWNHOUSE,San Diego County
Listed for sale,2399000,526,Carlsbad,CA,1998,974 Merganser Ln,92011,USD,4564,6,5,1,3,1,Two,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1995000,947,Encinitas,CA,1987,260 Hygeia Ct,92024,USD,2107,3,3,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,939000,716,San Diego,CA,1939,2930 Nutmeg St,92104,USD,1312,1,3,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,986900,902,San Diego,CA,1958,3030 Nile St,92104,USD,1094,2,3,1,2,0,0,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,499000,594,San Diego,CA,1992,4076 Oregon St UNIT 3,92104,USD,840,2,2,1,0,0,Two,0,1,0,CONDO,San Diego County
Listed for sale,925000,0,San Diego,CA,1923,3560 Polk Ave,92104,USD,0,0,0,0,0,0,One,0,0,0,MULTI_FAMILY,San Diego County
Listed for sale,715000,536,San Diego,CA,2021,4176 Hamilton St,92104,USD,1334,2,2,1,2,1,Three Or More,0,1,0,TOWNHOUSE,San Diego County
Listed for sale,1189000,926,San Diego,CA,1925,3570 Louisiana St,92104,USD,1284,2,3,1,0,0,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,629000,1191,San Diego,CA,1924,3679 Landis St,92104,USD,528,1,2,1,1,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,950000,0,San Diego,CA,1959,1757-59 Pentuckett Ave,92104,USD,0,0,0,0,0,0,One,0,0,0,MULTI_FAMILY,San Diego County
Listed for sale,1800000,567,San Diego,CA,1910,2915 30th St,92104,USD,3173,3,6,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,569000,556,San Diego,CA,2006,3950 Ohio St UNIT 229,92104,USD,1023,2,2,1,2,1,One,0,1,0,CONDO,San Diego County
Listed for sale,829900,775,San Diego,CA,1938,3414 Cherokee Ave,92104,USD,1071,1,3,1,0,0,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1325000,685,San Diego,CA,1941,2736 Felton St,92104,USD,1933,2,4,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1250000,693,San Diego,CA,1930,3583 Utah St,92104,USD,1803,0,0,0,0,0,One,0,0,0,MULTI_FAMILY,San Diego County
Listed for sale,1399000,1070,San Diego,CA,1921,2047 29th St,92104,USD,1308,3,3,1,1,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,999000,502,San Diego,CA,1922,2328 Wightman St,92104,USD,1989,3,5,1,0,0,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,399000,587,San Diego,CA,1976,1907 Robinson Ave UNIT 311,92104,USD,680,1,1,1,0,0,Three Or More,0,1,0,CONDO,San Diego County
Listed for sale,1350000,832,San Diego,CA,1945,2509 34th St,92104,USD,1622,4,3,1,0,0,Multi/Split,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1295000,638,San Diego,CA,2009,530 Otsego Dr,92103,USD,2031,3,2,1,2,1,Three Or More,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1500000,0,San Diego,CA,1958,1774-1776 Torrance St,92103,USD,0,0,0,0,0,0,Three Or More,0,0,0,MULTI_FAMILY,San Diego County
Listed for sale,1499000,0,San Diego,CA,1940,3596-98 Curlew St,92103,USD,0,0,0,0,0,0,Two,0,0,0,MULTI_FAMILY,San Diego County
Listed for sale,1995000,1663,Coronado,CA,1970,1422 6th St,92118,USD,1200,2,3,1,2,1,Multi/Split,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,900000,769,San Diego,CA,2019,1388 Kettner Blvd UNIT 1405,92101,USD,1170,2,2,1,1,1,One,0,1,0,CONDO,San Diego County
Listed for sale,475000,694,San Diego,CA,2005,120 Island Ave UNIT 329,92101,USD,684,1,0,1,1,1,One,0,1,0,CONDO,San Diego County
Listed for sale,789000,690,San Diego,CA,2007,575 6th Ave UNIT 606,92101,USD,1144,2,2,1,2,1,One,1,1,0,CONDO,San Diego County
Listed for sale,1900000,780,San Diego,CA,2003,1829 Torrance St,92103,USD,2435,3,3,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,449900,621,San Diego,CA,2005,777 6th Ave UNIT 207,92101,USD,725,1,1,1,1,1,Multi/Split,0,1,0,CONDO,San Diego County
Listed for sale,825000,692,Coronado,CA,1987,911 E Avenue 202,92118,USD,1193,2,1,1,1,1,One,0,1,0,CONDO,San Diego County
Listed for sale,1548000,635,San Diego,CA,1941,3111 Malaga St,92110,USD,2437,4,4,1,2,1,Two,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,1299999,817,San Diego,CA,1961,5033 Gasconade Ave,92110,USD,1592,3,4,1,0,0,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,599000,428,San Diego,CA,1965,4216 Loma Riviera Ln,92110,USD,1400,2,3,1,0,0,Two,0,1,0,CONDO,San Diego County
Listed for sale,1325000,864,San Diego,CA,1929,3130 Homer St,92106,USD,1534,2,3,1,0,0,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,395000,358,San Diego,CA,1976,4285 Asher St UNIT 28,92110,USD,1102,2,2,1,0,0,One,0,1,0,CONDO,San Diego County
Listed for sale,1199900,1000,San Diego,CA,1949,4275 Ashton St,92110,USD,1200,2,3,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,2099000,860,San Diego,CA,1952,3566 Carleton St,92106,USD,2440,3,3,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,399900,533,San Diego,CA,1985,1205 Colusa St UNIT 11,92110,USD,750,1,2,1,0,0,One,0,0,0,CONDO,San Diego County
Listed for sale,389000,554,San Diego,CA,1969,2662 Worden St UNIT 33,92110,USD,702,1,1,1,1,1,One,0,1,0,CONDO,San Diego County
Listed for sale,3200000,977,San Diego,CA,2006,2283 Whitman St,92103,USD,3277,4,5,1,2,1,Two,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,429900,487,San Diego,CA,1979,6757 Friars Rd UNIT 35,92108,USD,882,2,1,1,1,1,One,0,1,0,CONDO,San Diego County
Listed for sale,1990000,0,San Diego,CA,1952,2282-84 Congress St,92110,USD,0,0,0,0,0,0,One,0,0,0,MULTI_FAMILY,San Diego County
Listed for sale,1295000,939,San Diego,CA,1947,1830 Mendota St,92106,USD,1379,2,3,1,3,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1200000,991,San Diego,CA,1954,4037 Tennyson St,92107,USD,1211,1,3,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,725000,558,San Diego,CA,1979,6625 Canyon Rim Row UNIT 176,92111,USD,1300,3,2,1,2,1,Three Or More,0,1,0,CONDO,San Diego County
Listed for sale,549000,698,San Diego,CA,2004,801 W Hawthorn St UNIT 208,92101,USD,786,2,2,1,1,1,One,0,1,0,CONDO,San Diego County
