event,price,pricePerSquareFoot,city,state,yearBuilt,streetAddress,zipcode,currency,livingArea,bathrooms,bedrooms,parking,garageSpaces,hasGarage,levels,pool,spa,isNewConstruction,homeType,county
Listed for sale,2499900,548,Poway,CA,2005,12920 Glen Circle Rd,92064,USD,4560,5,4,1,4,1,Two,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,425000,299,Julian,CA,2005,17340 Iron Springs Rd,92036,USD,1420,2,2,1,0,0,One,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,445000,376,Julian,CA,2005,829 Hillside Dr,92036,USD,1184,2,2,1,0,0,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,619000,341,Julian,CA,2021,0 Firewater Trl LOT 401,92036,USD,1814,2,4,1,2,1,One,0,1,1,SINGLE_FAMILY,San Diego County
Listed for sale,649900,325,Julian,CA,1945,1193 Banner Rd,92036,USD,2000,3,4,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1595000,424,Pala,CA,2002,12421 Rancho Heights Rd,92059,USD,3759,4,4,1,4,1,One,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,589000,708,San Diego,CA,1978,2282 Caminito Pajarito UNIT 155,92107,USD,832,1,2,1,1,1,Three Or More,0,1,0,CONDO,San Diego County
Listed for sale,599000,565,San Diego,CA,1980,5765 Friars Rd UNIT 177,92110,USD,1060,2,2,1,1,1,One,0,1,0,CONDO,San Diego County
Listed for sale,1500000,345,Descanso,CA,1993,24485 Viejas Grade Rd,91916,USD,4350,4,4,1,12,1,Two,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,1150000,390,Poway,CA,1990,15737 Quiet Valley Ln,92064,USD,2949,3,5,1,3,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1980000,523,Poway,CA,1990,15484 Markar Rd,92064,USD,3783,4,4,1,3,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,2300000,443,Poway,CA,1981,12212 Old Stone Rd,92064,USD,5190,5,8,1,3,1,Two,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,768300,567,Chula Vista,CA,1960,287 Inkopah St,91911,USD,1355,2,3,1,2,1,0,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,725000,410,Chula Vista,CA,1971,1286 Waxwing Ln,91911,USD,1767,2,4,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,750000,367,Chula Vista,CA,1949,28 L St,91911,USD,2045,4,3,1,0,0,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,875000,347,Chula Vista,CA,2000,110 Orange Dr,91911,USD,2518,3,5,0,0,0,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,349000,375,Chula Vista,CA,1978,308 Rancho Dr UNIT D,91911,USD,930,1,2,1,0,0,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,580000,558,Chula Vista,CA,1960,147 E Oxford St,91911,USD,1040,2,3,1,0,0,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,799000,387,Chula Vista,CA,1960,916 Melrose Ave,91911,USD,2062,3,4,1,2,1,One,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,649000,440,Chula Vista,CA,1969,1119 Monterey Ave,91911,USD,1474,2,4,1,2,1,One,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,450000,290,Chula Vista,CA,1976,261 Rancho Ct UNIT D,91911,USD,1550,2,4,1,0,0,Two,0,1,0,TOWNHOUSE,San Diego County
Listed for sale,749900,483,Chula Vista,CA,1972,1286 Sonoma Ct,91911,USD,1554,2,4,1,2,1,One,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,829900,351,Chula Vista,CA,1960,1201 Nolan Ave,91911,USD,2365,3,5,1,0,0,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,759000,434,Chula Vista,CA,1955,967 Cuyamaca Ave,91911,USD,1749,2,4,0,0,0,Two,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,850000,402,Chula Vista,CA,1974,1568 Skylark Way,91911,USD,2116,3,4,1,2,1,Two,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,849000,661,Chula Vista,CA,1950,421 Naples St,91911,USD,1284,2,3,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,750000,332,Chula Vista,CA,1951,1345 4th Ave,91911,USD,2260,3,4,1,0,0,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,343900,382,Chula Vista,CA,1970,285 Moss St UNIT 40,91911,USD,900,2,2,1,0,0,One,0,1,0,CONDO,San Diego County
Listed for sale,499900,74,Chula Vista,CA,2020,874 Ada St,91911,USD,6773,2,4,1,1,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,850000,403,Chula Vista,CA,1959,1191 Myra Ave,91911,USD,2108,4,6,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,715000,310,Lakeside,CA,1960,10857 Oak Creek Dr,92040,USD,2309,3,3,1,0,0,One,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,775000,383,Lakeside,CA,2015,11941 Rocoso Rd,92040,USD,2024,3,3,1,0,0,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,750000,682,Lakeside,CA,1969,13555 E Lakeview Rd,92040,USD,1100,2,3,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,899000,350,Lakeside,CA,2007,12055 Promise Ln,92040,USD,2570,3,3,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,339000,380,Lakeside,CA,1990,12720 Laurel St UNIT 210,92040,USD,891,1,2,1,0,0,One,0,1,0,CONDO,San Diego County
Listed for sale,999000,0,Lakeside,CA,1972,9059-61 Creekford Dr,92040,USD,0,0,0,0,0,0,Two,0,0,0,MULTI_FAMILY,San Diego County
Listed for sale,599000,498,Lakeside,CA,1962,8670 Golden Ridge Rd,92040,USD,1204,2,3,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,649000,593,Lakeside,CA,1958,12327 Lemon Crest Dr,92040,USD,1094,2,3,1,0,0,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,699000,453,Lakeside,CA,1960,8539 Amato Dr,92040,USD,1542,2,3,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,759000,416,Lakeside,CA,1946,9018 Winter Gardens Blvd,92040,USD,1825,2,4,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,629000,551,Lakeside,CA,1950,11763 Eucalyptus Hills Dr,92040,USD,1142,1,2,1,0,0,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,679000,485,Lakeside,CA,1999,13373 Morning Glory Dr,92040,USD,1400,2,3,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,599990,377,Lakeside,CA,2015,13210 Midnight Star Way,92040,USD,1592,3,3,1,2,1,Two,0,0,0,CONDO,San Diego County
Listed for sale,3700000,1966,Lakeside,CA,2005,13863 Highway 67,92040,USD,1882,2,3,1,2,1,One,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,499000,572,Lakeside,CA,1933,10798 Oak Creek Dr,92040,USD,872,2,2,0,0,0,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,675000,314,Lakeside,CA,1939,12728 Casa Vista Rd,92040,USD,2150,2,3,1,0,0,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,777777,361,Lakeside,CA,1977,13386 Scotsman Rd,92040,USD,2152,3,3,1,2,1,One,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,670000,439,Lakeside,CA,1955,9704 Erwin Ln,92040,USD,1526,2,4,1,2,1,One,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,700000,538,Lakeside,CA,1989,9243 Sinsonte Ln,92040,USD,1302,2,3,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,825000,379,Lakeside,CA,2008,13049 Laurel Canyon Rd,92040,USD,2174,3,4,1,3,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,949000,501,San Diego,CA,1970,7770 Forrestal Rd,92120,USD,1896,3,3,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1675000,520,San Diego,CA,1991,6354 Caminito Tenedor,92120,USD,3219,5,5,1,3,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,365000,320,San Diego,CA,1970,6775 Alvarado Rd UNIT 20,92120,USD,1139,2,2,1,0,0,One,0,1,0,CONDO,San Diego County
Listed for sale,1399000,466,San Diego,CA,1972,6273 Camino Corto,92120,USD,3000,4,5,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,297000,449,San Diego,CA,1979,6725 Mission Gorge Rd UNIT 107B,92120,USD,662,1,1,0,0,0,One,0,1,0,CONDO,San Diego County
Listed for sale,1450000,466,San Diego,CA,2004,6356 Camino Largo,92120,USD,3112,3,3,1,2,1,Three Or More,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1350000,597,San Diego,CA,1960,5711 Lancaster Dr,92120,USD,2260,3,3,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1175000,468,San Diego,CA,1966,5924 Lance St,92120,USD,2510,3,4,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,899000,400,Chula Vista,CA,2003,1277 Whitewing Pl,91913,USD,2249,3,3,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,775000,269,Chula Vista,CA,2011,1641 Jones St,91913,USD,2883,4,5,1,2,1,Three Or More,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,850000,300,Chula Vista,CA,2013,1587 Stow Grove Ave,91913,USD,2834,4,5,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,599000,381,Chula Vista,CA,2019,1424 Santa Victoria Rd #5,91913,USD,1573,4,4,1,2,1,Three Or More,0,1,0,TOWNHOUSE,San Diego County
Listed for sale,675000,300,Chula Vista,CA,2007,1813 Olive Green St,91913,USD,2253,3,4,1,2,1,Three Or More,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,749000,302,Chula Vista,CA,2018,1720 Santa Ivy Ave,91913,USD,2477,4,5,1,2,1,Three Or More,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,700000,320,Chula Vista,CA,2018,1712 Santa Ivy Ave,91913,USD,2189,4,4,1,2,1,Three Or More,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,745000,494,Chula Vista,CA,1968,907 Scripps Ave,91913,USD,1508,2,4,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,849000,367,Chula Vista,CA,2018,1079 Calle Deceo,91913,USD,2315,3,4,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,579900,335,Chula Vista,CA,2005,1895 Caminito Treviana,91913,USD,1730,3,3,1,2,1,Three Or More,0,1,0,TOWNHOUSE,San Diego County
Listed for sale,899000,390,Chula Vista,CA,1987,668 Canyon Dr,91913,USD,2304,3,4,1,3,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,750000,385,Chula Vista,CA,2019,1310 Camino Carmelo,91913,USD,1950,3,4,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1500000,274,Fallbrook,CA,1987,235 W Kalmia St,92028,USD,5472,0,0,1,0,0,0,0,0,0,MULTI_FAMILY,San Diego County
Listed for sale,539000,447,Fallbrook,CA,1984,381 Shady Glen Dr,92028,USD,1207,2,3,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,599000,393,Fallbrook,CA,1989,1081 Avenida Campana,92028,USD,1523,2,3,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,599000,413,Fallbrook,CA,1979,925 Rodeo Queen Dr,92028,USD,1449,2,3,1,2,1,One,1,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,650000,0,Fallbrook,CA,1957,101-11 W Kalmia St,92028,USD,0,0,0,0,0,0,One,0,0,0,MULTI_FAMILY,San Diego County
Listed for sale,519000,430,Fallbrook,CA,1949,522 S Pico Ave,92028,USD,1206,1,2,1,0,0,One,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,625000,392,Fallbrook,CA,1967,246 Woodcrest Ln,92028,USD,1593,0,0,0,0,0,0,0,0,0,MULTI_FAMILY,San Diego County
Listed for sale,774995,415,Fallbrook,CA,1988,290 N Old Hill Rd,92028,USD,1866,2,3,1,2,1,One,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,400000,484,Oceanside,CA,1973,3697 Mira Pacific Dr,92056,USD,827,1,2,1,1,1,One,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,400000,484,Oceanside,CA,1973,3590 Nina St,92056,USD,827,1,2,1,1,1,One,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,729000,433,Oceanside,CA,1988,5139 Baywood Cir,92056,USD,1684,3,4,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,828888,377,Oceanside,CA,1994,1594 Avenida Guillermo,92056,USD,2196,3,4,1,2,1,Two,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,739000,563,Oceanside,CA,1977,2531 Bradley St,92056,USD,1313,2,3,1,2,1,One,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,475000,574,Oceanside,CA,1973,3558 Santa Maria St,92056,USD,827,1,2,1,1,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,849000,399,Oceanside,CA,1989,3354 Tournament Dr,92056,USD,2126,2,4,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,825000,518,Oceanside,CA,1991,4950 Poseidon Way,92056,USD,1592,2,2,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,715000,447,Oceanside,CA,1988,1833 Via Quinto,92056,USD,1599,3,3,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1199999,400,Oceanside,CA,1998,5175 Berryessa St,92056,USD,3000,3,5,1,3,1,Two,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,795000,410,Oceanside,CA,1989,2076 Wedgewood Dr,92056,USD,1938,3,3,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,499000,419,Oceanside,CA,1975,3692 Harvard Dr,92056,USD,1190,2,2,1,2,1,Two,0,1,0,TOWNHOUSE,San Diego County
Listed for sale,920000,345,Oceanside,CA,1997,5055 Palmera Dr,92056,USD,2664,3,4,1,3,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,897000,412,Oceanside,CA,1997,4923 Lassen Dr,92056,USD,2177,3,3,1,3,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,710000,499,Oceanside,CA,1978,3177 Camarillo Ave,92056,USD,1423,2,3,1,2,1,Two,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,450000,540,Oceanside,CA,1979,4766 Jasmine St,92056,USD,834,1,2,1,1,1,One,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,695000,437,Oceanside,CA,1979,1919 Radford St,92056,USD,1591,2,4,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,829000,451,Oceanside,CA,1999,1279 Cottonwood Dr,92056,USD,1839,3,4,1,2,1,Two,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,869000,336,Oceanside,CA,1991,3620 Via Alicia,92056,USD,2585,4,4,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,775000,543,Oceanside,CA,1971,4142 Alana Cir,92056,USD,1427,2,3,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,599000,520,Oceanside,CA,1972,2867 College Blvd,92056,USD,1152,2,3,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,849900,480,Oceanside,CA,2018,1269 Via Candelas,92056,USD,1771,3,3,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1150000,243,Escondido,CA,1987,9505 Meadow Mesa Dr,92026,USD,4728,6,4,1,2,1,Two,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,599000,491,Escondido,CA,2003,29734 Williams Valley Ct,92026,USD,1220,2,2,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1150000,294,Escondido,CA,1980,27735 Rosecrest Dr,92026,USD,3914,3,4,1,4,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,899900,438,Escondido,CA,1976,25527 Rua Michelle,92026,USD,2055,3,4,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1049900,268,Escondido,CA,2004,10341 Pinion Trl,92026,USD,3920,5,5,1,3,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,899900,364,Escondido,CA,1986,10551 Cerveza Dr,92026,USD,2472,2,4,1,3,1,One,1,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,675000,495,Escondido,CA,1970,635 Terrace Ave,92026,USD,1364,2,3,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,720000,307,Escondido,CA,1997,8719 Verna Dr,92026,USD,2346,3,4,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,549000,358,Escondido,CA,1983,8629 Circle R Valley Ln,92026,USD,1534,2,3,1,2,1,One,0,1,0,TOWNHOUSE,San Diego County
Listed for sale,1559000,598,San Diego,CA,1987,13282 Capstone Dr,92130,USD,2605,3,4,1,3,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1549999,632,San Diego,CA,1995,5060 Brookburn Dr,92130,USD,2451,3,4,1,3,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,530000,557,San Diego,CA,1985,12237 Carmel Vista Rd UNIT 261,92130,USD,951,1,1,1,0,0,Two,0,1,0,CONDO,San Diego County
Listed for sale,1424900,650,San Diego,CA,2003,13568 Foxglove Way,92130,USD,2191,3,4,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,924999,694,San Diego,CA,1988,12416 Caminito Mira Del Mar,92130,USD,1333,3,3,1,2,1,Two,0,1,0,CONDO,San Diego County
Listed for sale,1800000,550,San Diego,CA,1988,4540 Falcon Ridge Ct,92130,USD,3273,3,6,1,3,1,Two,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,715000,574,San Diego,CA,2006,3887 Pell Pl UNIT 103,92130,USD,1246,2,2,1,2,1,One,0,1,0,CONDO,San Diego County
Listed for sale,1499900,639,San Diego,CA,2016,13563 Morado Trl,92130,USD,2348,3,4,1,2,1,One,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,1787000,592,San Diego,CA,1997,5134 Vail Creek Ct,92130,USD,3020,3,5,1,3,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,969000,632,San Diego,CA,1997,12529 El Camino Real UNIT D,92130,USD,1533,3,3,1,2,1,Three Or More,0,1,0,CONDO,San Diego County
Listed for sale,1350000,647,San Diego,CA,1996,5270 Caminito Exquisito,92130,USD,2087,3,4,1,3,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,4500000,914,San Diego,CA,2019,5356 Aurora Summit Trl,92130,USD,4922,6,5,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,3850000,548,San Diego,CA,2005,13990 Rancho Solana Trl,92130,USD,7020,6,4,1,3,1,Two,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,703900,741,San Diego,CA,1992,3605 Bernwood Pl UNIT 76,92130,USD,950,2,2,1,1,0,0,1,1,0,CONDO,San Diego County
Listed for sale,1099900,717,San Diego,CA,1998,12615 El Camino Real E,92130,USD,1533,3,3,1,2,1,Three Or More,0,1,0,TOWNHOUSE,San Diego County
Listed for sale,1449900,576,San Diego,CA,2019,4238 4th Ave,92103,USD,2516,4,5,1,2,1,Three Or More,0,1,0,TOWNHOUSE,San Diego County
Listed for sale,1275000,616,San Diego,CA,1976,420 Sloane St,92103,USD,2069,2,3,1,0,0,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,710000,965,San Diego,CA,1932,1508 Harvey Milk St,92103,USD,736,1,2,1,0,0,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,720000,576,San Diego,CA,1990,3450 3rd Ave UNIT 505,92103,USD,1250,2,2,1,2,1,One,0,1,0,CONDO,San Diego County
Listed for sale,1595000,843,San Diego,CA,2005,3054 N Arroyo Dr,92103,USD,1892,3,3,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1199950,767,San Diego,CA,2006,3788 Park Blvd APT 1,92103,USD,1565,2,2,1,3,1,Two,0,1,0,CONDO,San Diego County
Listed for sale,729900,0,San Diego,CA,1922,4158 1/2 40th St,92105,USD,0,0,0,0,0,0,One,0,0,0,MULTI_FAMILY,San Diego County
Listed for sale,1000000,0,San Diego,CA,1950,4208 Van Dyke Ave,92105,USD,0,0,0,1,3,1,0,0,0,0,MULTI_FAMILY,San Diego County
Listed for sale,560000,676,San Diego,CA,1980,3870 37th St APT 1,92105,USD,828,2,2,1,1,1,One,0,1,0,CONDO,San Diego County
Listed for sale,419999,391,San Diego,CA,2000,3562 Marlborough Ave UNIT 11,92105,USD,1075,2,3,0,0,0,One,0,1,0,CONDO,San Diego County
Listed for sale,1095000,0,San Diego,CA,1947,3764 Menlo Ave,92105,USD,0,0,0,0,0,0,One,0,0,0,MULTI_FAMILY,San Diego County
Listed for sale,385000,394,San Diego,CA,1982,2844 47th St,92105,USD,976,2,2,1,0,0,Two,0,1,0,CONDO,San Diego County
Listed for sale,1095000,0,San Diego,CA,1921,4451 Dwight St,92105,USD,0,0,0,0,0,0,One,0,0,0,MULTI_FAMILY,San Diego County
Listed for sale,550000,694,San Diego,CA,1924,3846 46th St,92105,USD,792,1,2,1,1,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,549999,809,San Diego,CA,1950,2523 Tuberose St,92105,USD,680,1,2,0,0,0,Multi/Split,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,589000,736,Del Mar,CA,1978,13655 Ruette Le Parc UNIT D,92014,USD,800,1,1,1,1,1,One,0,1,0,CONDO,San Diego County
Listed for sale,3200000,1172,Del Mar,CA,1959,328-330 9th St,92014,USD,2730,3,5,1,4,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,6950000,2983,Del Mar,CA,2015,139 27th St,92014,USD,2330,3,3,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,2600000,839,Del Mar,CA,1965,1155 Highland Dr,92014,USD,3099,3,4,1,2,1,Three Or More,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,16000000,6689,Del Mar,CA,1958,2050 Ocean Front,92014,USD,2392,5,5,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1850000,461,Del Mar,CA,2004,13804 Recuerdo Dr,92014,USD,4010,3,5,1,2,1,Three Or More,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,9500000,1919,Del Mar,CA,2004,215 10th St,92014,USD,4950,4,5,1,0,0,Two,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,1893000,486,Del Mar,CA,2000,3467 Caminito Santa Fe Downs,92014,USD,3893,4,5,1,3,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,3595000,1028,Del Mar,CA,1975,2042 De Mayo Rd,92014,USD,3498,3,3,1,2,1,Two,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,3850000,1045,Del Mar,CA,1977,2285 El Amigo Rd,92014,USD,3684,5,4,1,2,1,Two,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,3995000,1035,Del Mar,CA,1995,2122 Del Mar Heights Rd,92014,USD,3859,5,4,1,2,1,Three Or More,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,649900,288,Valley Center,CA,1971,29787 Valley Stream Rd,92082,USD,2259,3,4,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,2250000,269,Valley Center,CA,2009,19450 Paradise Mountain Rd,92082,USD,8357,7,5,1,5,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,0,0,Valley Center,CA,2021,Coming Soon Plan,92082,USD,0,0,0,0,0,0,0,0,0,1,SINGLE_FAMILY,San Diego County
Listed for sale,1350000,386,Valley Center,CA,2005,27119 Silver Berry Way,92082,USD,3498,4,5,1,4,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,989000,328,Valley Center,CA,2003,13737 Sage Meadow Ln,92082,USD,3012,3,4,1,4,1,One,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,925000,261,Valley Center,CA,2004,27376 Saint Andrews Ln,92082,USD,3546,4,4,1,4,1,One,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,874900,257,Valley Center,CA,2015,14188 Winged Foot Cir,92082,USD,3400,4,4,1,3,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,799000,1098,Valley Center,CA,1987,11138 Calle Oro Verde,92082,USD,728,1,1,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,2475000,450,Valley Center,CA,1997,14490 Ridge Ranch Rd,92082,USD,5494,4,4,1,4,1,Two,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,750000,353,Valley Center,CA,1989,29341 Wilkes Rd,92082,USD,2122,3,3,1,3,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,2895000,537,Valley Center,CA,1980,9363 Old Castle Rd,92082,USD,5391,4,5,1,2,1,One,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,899000,288,Valley Center,CA,2000,15674 Viking Grove Ln,92082,USD,3119,3,4,1,3,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,929000,375,Valley Center,CA,2002,12115 Fry Ln,92082,USD,2476,3,4,1,3,1,One,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1099000,369,Valley Center,CA,1991,12494 Palos Tierra Rd,92082,USD,2979,3,4,1,3,1,One,1,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,898000,372,Valley Center,CA,2013,15213 Molly Anne Ct,92082,USD,2417,3,3,1,3,1,One,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,1500000,742,San Diego,CA,1959,4520 Carmelo St,92107,USD,2021,2,3,1,2,1,One,0,0,0,SINGLE_FAMILY,San Diego County
Listed for sale,920000,0,Imperial Beach,CA,1958,1283 12th St,91932,USD,0,0,0,0,0,0,One,0,0,0,MULTI_FAMILY,San Diego County
Listed for sale,849000,492,Imperial Beach,CA,1992,1087 7th St,91932,USD,1727,3,4,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,769000,296,San Diego,CA,1957,2920 Iris Ave,92154,USD,2600,3,4,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,370000,411,Chula Vista,CA,1972,1750 Regency Way UNIT A,91911,USD,900,1,2,1,0,0,One,0,1,0,TOWNHOUSE,San Diego County
Listed for sale,999000,714,Pauma Valley,CA,0,17315 Highway 76,92061,USD,1400,1,2,0,0,0,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,998000,528,San Marcos,CA,2002,1528 Black Walnut Dr,92078,USD,1889,3,3,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
